Title,Price,Description,Location,Ddate Posted,Features,URL
NORTHEAST RENOVATED THREE BEDROOM HOME,"$1,795.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Come and view this lovely home chock full of renovations! All rooms have been freshly painted in a neutral gray to suit any decor. The beautiful walnut hued wood laminate flooring in main floor living room, dining room and bedrooms is easy to care for. The spacious living has a cozy gas fireplace for winter warmth. Sleekly updated bathrooms are conveniently located on both upper and lower levels. Clean white blinds and new lighting have been installed throughout. The lower level is finished with a bright spacious media/recreation room with laminate flooring, and separate laundry room. The large, neatly landscaped property has mature trees and decks on both the front and back of the house, and a fenced rear yard ideal for BBQ and entertaining or child's play area. This convenient Carling Heights location is close to shopping, restaurants and community arena and more! $1,795 plus utilities. Non Smoking. Available Now. Please call or text 519-614-2052. www.vantageproperty.ca</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">748 Cheapside St, London, ON N5Y 3Y7, Canada</span>","<time datetime=""2019-09-04T16:09:16.000Z"" title=""September 4, 2019 4:09 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms3 : Bathrooms2 : Parking Included2 : Agreement Type1 Year : Move-In DateSeptember 1, 2019 : Pet FriendlyLimited : Size (sqft)1,450 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
"*** FULLY FURNISHED SPACIOUS STUDIO, 80 JOHN ST, TORONTO***","$2,100.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>•	Stunning Fully Furnished, spacious Bachelor Condo at Festival Tower.
•	Hardwood floors, upgraded unit.
•	HD TV and Massive patio with stunning views
•	En suite laundry, fully stocked kitchen. 599 SqFt
•	Access to Festival Tower services and amenities including 24 Hour Concierge.
•	Direct Access to a 2-storey Bar-Café-Restaurant.
•	An Authentic Cinema with Lounge
•	A Pool House with Whirlpool, His and Hers Saunas.
•	Spa Treatment Rooms, Meditation Garden, Fitness Centre,
•	Guest Suites, Car Sharing Program, Sports Lounge,
•	Media and TV Lounge, Meeting Room and Rooftop Terrace
•	Includes 2 Queen Murphy Beds, 1 Sofa, TV, Apple Tv</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Festival Tower, 80 John St, Toronto, ON M5V 3X4, Canada</span>","<time datetime=""2019-09-04T16:08:59.000Z"" title=""September 4, 2019 4:08 PM"">about 4 hours ago</time>","Unit TypeCondo : BedroomsBachelor/Studio : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)599 : FurnishedYes : Air ConditioningYes : Smoking PermittedNo : ",
INDOOR AND OUTDOOR  STORAGE PODS DELIVERED TO YOUR HOME,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>GREAT RATES STORAGE CARS/TRUCKS/RV'S/BOAT ETC. ...ONSITE STORAGE...STORAGE PODS DELIVERED TO YOUR HOME OR BUSINESS....PLEASE CALL 1-866-486-9111
SEA CONTAINERS NEW AND USED FOR SALE</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">ON-6, Ontario, Canada</span>","<time datetime=""2019-08-12T11:48:00.000Z"" title=""August 12, 2019 11:48 AM"">23 days ago</time>",More Info : Storage,
One Bedroom Plus Den Niagara West for Rent - 39 Niagara Street,"$2,499.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>Brand New Luxury Suites in Toronto's King West Neighbourhood<br/>Move-ins Starting Fall 2019! </strong></p><p>Located in Toronto's vibrant King West neighbourhood, Niagara West provides easy access to parks, restaurants, cafés, entertainment, and is steps from the Bathurst and King TTC Streetcar. Featuring amenities such as a full-service fitness centre, sauna and steam rooms, outdoor barbeques and fire pits, and an outdoor rooftop pool with an off-leash dog run, you can enjoy life right at home. Don't miss your chance to be the first to live here! Move-ins starting fall 2019.</p><p><u>Other Neighbourhood Features:</u></p><p>·         Walk Score: 96</p><p>·         Public Transit Score: 100</p><p>·         Bike Score: 71</p><p>·         Close to Go Transit, Billy Bishop Airport, and VIA Rail</p><p>·         Nearby to highways and major routes (Gardiner Expressway)</p><p> <u>Other Building Features:</u></p><p>·         24 hour concierge</p><p>·         Spacious suites</p><p>·         Modern appliances, fixtures, and finishes</p><p>·         Rooftop Urban Garden</p><p><u>Pets:</u></p><p>·         100% Pet friendly</p><p>*Prices and specifications subject to change without notice. Errors and Omissions excepted.</p><br/><strong>Amenities</strong><br/><ul><li>24 Hour Concierge Service</li><li>Dishwasher</li><li>Elevators</li><li>Fitness room</li><li>Fridge</li><li>In Suite Washer and Dryer</li><li>Indoor common area </li><li>Near Clinics or Hospitals </li><li>Off-leash Dog Run</li><li>Outdoor BBQ Area</li><li>Outdoor Pool</li><li>Parks nearby</li><li>Pet Friendly </li><li>Public transit</li><li>Rooftop terrace</li><li>Sauna</li><li>Schools nearby</li><li>Shopping nearby</li><li>Stainless Steel Appliances</li><li>Steam Room</li><li>Stove</li><li>TTC</li><li>Urban Garden</li></ul></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">39 Niagara Street, Toronto, ON, M5V 1C2</span>","<time datetime=""2019-09-04T18:05:40.000Z"" title=""September 4, 2019 6:05 PM"">about 2 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms2 : Pet FriendlyYes : Size (sqft)0 : FurnishedNo : ,
Q-WEST/WESTBORO STUNNING 1 BEDROOM,"$1,950.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>Professionally managed by Attaché - TMS (Established 1979)<br/><br/></strong></p><p>Stunning Q-West 1 bedroom condo apartment right in the heart of Ottawas trendy Westboro. Open concept living space with separate bedroom and balcony. This building features roof top terrace with outdoor living/dining space and hot tub. More building amenities include theatre, party/event room opening to a beautiful court yard as well as sauna, pet grooming room and more. Walk to shops, bistros, and restaurants. One block to Island Park Drive and blocks from the NCCs recreational pathway system. 10 minute walk to O-Train for an easy commute to downtown Ottawa.</p><p>Walk Score 89, Transit Score 77, Bike Score 100</p><p>Available: September 1, 2015 @ 1950/Month Plus Utilities</p><p>512-360 Patricia Avenue, Ottawa, On, K1Z 0A8</p><p>Main Level: (5th floor)<br/>Living Room (Hardwood), Dining Room (Hardwood), Kitchen (Hardwood), Principal Bedroom (Hardwood), 4 piece Ensuite Bathroom (Ceramic) with laundry closet.</p><p>Tenants Costs (Utilities and other fees):<br/>Hydro (Electricity) includes heat pump. Internet, Telephone, Television (cable),Tenants Insurance (Required).</p><p>Utilities (Included in the Rent):<br/>Heat, Central Air Conditioning, City Services (water &amp; related charges).</p><p>Appliances:<br/>Fridge, Stove/Oven, Dishwasher, Washer and Dryer (Stacked pair).</p><p>Highlights:<br/>One underground parking spot, storage locker, bicycle parking, exercise room, roof top terrace with hot tub, court yard, theatre, party/event room, ski tune-up room, bike room.</p><p>NO PETS; NO SMOKERS PLEASE</p><p>To arrange a viewing appointment, please call Attaché - TMS at 613-727-1400 and press ""1"" for rentals, any weekday between 8:30 a.m. and 4:30 p.m. Appointments may be booked during the day, early evening or on Saturdays, but all must be booked during office hours.</p><p>To see other great options in your desired area, please click View Web Site on the right hand side in Poster Contact Information, or search Attaché - TMS in the Kijiji search bar above.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">512-360 PATRICIA AVENUE, OTTAWA, ON, K1Z 0A8</span>","<time datetime=""2019-08-21T19:54:06.000Z"" title=""August 21, 2019 7:54 PM"">14 days ago</time>","Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateNovember 1, 2019 : Pet FriendlyNo : Size (sqft)795 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
NEWLY RENOVATED 2 BEDROOM SUITE NOW AVAILABLE IN DUNDAS!,"$1,895.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>Governors Estate Apartments</strong></p><p>(Located at 50 Governors Road)<br/><strong><br/>Property features:<br/></strong></p><ul><li>Indoor swimming pool</li><li>Weight room</li><li>Lounge/party room</li><li>Lockers</li><li>Elevators</li><li>Laundry facilities on site</li><li>Pet friendly</li><li>Indoor parking available</li><li>Visitor parking on site</li><li>Security cameras on premises</li><li>Walking distance to transit, shops and restaurants</li></ul><p><strong>Apartment Features:<br/></strong><strong>1000 SQ FT</strong> <br/><br/>- Dishwasher included<br/>- Hardwood flooring<br/>- Large, private balcony with great views <br/>- Ensuite in master bedroom with walk-in closet</p><p><strong>$1895/month.Water and heat included, hydro is extra.<br/> <br/> </strong></p><p><strong>Please call 905-581-3775 to schedule an appointment.<br/>Walk-ins welcome:<br/>Monday-Friday 9-5 pm<br/>Sat-Sun 12-5 pm<br/><br/></strong></p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">50 Governors Road, Dundas, ON, L9H 5M3</span>","<time datetime=""2019-09-03T00:17:38.000Z"" title=""September 3, 2019 12:17 AM"">2 days ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1.5 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : Size (sqft)984 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ,
Stonebridge Beautiful 3 level 3 bedroom townhome,"$1,895.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Professionally managed by Attaché - TMS (Established 1979)<br/><br/>Beautiful 3 level 3 bedroom townhome in growing Stonebridge area of Ottawa. Access your double car garage through the back lane. Walk out your front door directly to a large kid friendly park. Nature and parks abound within walking distance. Schools, shopping and transit are conveniently at hand. This is the perfect family home, providing great retreats for both kids and parents alike or great for entertaining family and friends. Don't miss this gem of a property.<br/><br/>Available: November 1, 2019 @ $1895/Month Plus Utilities<br/><br/>3482G River Run Avenue, Ottawa, On, K2J 0R8<br/><br/>Main Level (2nd floor):<br/>Living Room (Hardwood) with Electric Fireplace, Dining Room (Hardwood), Kitchen (Ceramic), Dinette (Ceramic), 2 piece Powder Room (Ceramic).<br/><br/>Upper Level (3rd Floor):<br/>Principal Bedroom (Carpet), 3 piece Principal Ensuite Bathroom (Ceramic), Bedroom 2 (Carpet), Bedroom 3 (Carpet), 4 piece Bath (Ceramic).<br/><br/>Lower Level: (Entry Level)<br/>Family Room (Laminate), Furnace/Utility Room, Storage, Laundry.<br/><br/>Tenants Costs (Utilities and other fees):<br/>Gas (Heat), Hydro (Electricity), City Services (water &amp; related charges), Hot Water Tank Rental, Internet, Telephone, Television (cable), Alarm (security) monitoring (optional), Tenants Insurance (Required).<br/><br/>Appliances:<br/>Fridge, Stove/Oven, Dishwasher, Washer, and Dryer.<br/><br/>Highlights:<br/>Double Car Garage with remote opener and direct access, Central Air Conditioning, Electric Fireplace.<br/><br/><br/>NO PETS; NO SMOKERS PLEASE<br/><br/>To arrange a viewing appointment, please call Attaché - TMS at 613-727-1400 and press ""1"" for rentals, any weekday between 8:30 a.m. and 4:30 p.m. Appointments may be booked during the day, early evening or on Saturdays, but all must be booked during office hours.<br/><br/>To see other great options in your desired area, please click View Web Site on the right hand side in Poster Contact Information, or search Attaché - TMS in the Kijiji search bar above.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">3482G River Run Avenue, Ottawa, ON, K2J 0R8</span>","<time datetime=""2019-08-15T19:54:01.000Z"" title=""August 15, 2019 7:54 PM"">20 days ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms2.5 : Parking Included2 : Agreement Type1 Year : Move-In DateNovember 1, 2019 : Pet FriendlyNo : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
ROOMS FOR RENT ( FEMALE RENTERS ONLY) NO PETS,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Hello, I am looking for female renters. I have 2 rooms for rent. (International students are also welcome)
-short term or long term stays available-</p><p>$850 PER ROOM -BREAKFAST, DINNER &amp; INTERNET INCLUDED IN THE COST, SHARED WASHROOM
***(PRICE IS NEGOTIABLE)***</p><p>Accessible to shopping malls, grocery, subway station etc.
3 mins from the BUS STOP</p><p>Please Contact for more information</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Toronto M1K 3J8 ON, Canada</span>","<time datetime=""2019-09-04T16:08:53.000Z"" title=""September 4, 2019 4:08 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
Wanted: Looking For 3 Bedroom House/apt,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>We are Currently Looking for 3 Bedroom house/apt for Me (Frank) My Fiance (Amanda) and 2 kids. We both are Working in Ancaster and looking for a place between now and Oct 1st latest. we can afford between $800-$1750 for 3 bedroom or even 2+ Den (We will not send money until we see inside the place in person with owner/property manager appointment letter got bad credit report and rental application fee do not have a rental application to send everyone out for you one okay, Scammers stay away!!!)</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">15 Sheridan Ln, Hamilton, ON L8S 2N3, Canada</span>","<time datetime=""2019-09-04T16:08:22.000Z"" title=""September 4, 2019 4:08 PM"">about 4 hours ago</time>","Unit TypeApartment : Bedrooms3 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateSeptember 30, 2019 : Pet FriendlyLimited : Size (sqft)800 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
Spacious And Clean Renovated Jr. Studio Unit in the basement,"$1,050.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Spacious And Clean Renovated Jr. Studio Unit in the basement available for Lease.
Separate entrance, kitchen, washroom.
Available October 01
Location! Location, Location!
Located in the heart of the most prestigious and popular areas of Toronto (CORSO ITALIA.) TTC buses and streetcars 24/7, safe and quiet family neighborhood. Walking distance to grocery stores, restaurants and plazas!
NEW furniture: - bed - mattress - desk - chair - wardrobe -dresser NEW small appliances: - stove - conventional oven - microwave - kettle
New Appliances, Wood Floors Throughout. Walking Distance from Public Transit, Banks Grocery Store, Bars, Nightlife, Restaurants &amp; Shops.
Utility extra.
Non-Smoker. No Pets.
Price: $1050
Please e-mail with some INFO about yourself to book an appointment.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">988 St Clarens Ave, Toronto, ON M6H 3X7, Canada</span>","<time datetime=""2019-09-04T16:07:55.000Z"" title=""September 4, 2019 4:07 PM"">about 4 hours ago</time>","Unit TypeBasement : BedroomsBachelor/Studio : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)250 : FurnishedYes : Air ConditioningYes : Smoking PermittedNo : ",
Roommate wanted  for Toronto West end (Rockliffe Smythe),Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Available now or for Oct 1 for one person: a large 540 sq. ft. Finished basement, open concept, tastefully furnished, bright with four windows, separate study area and en suite bathroom.: $850./ mo. Or,
Second floor furnished bedroom facing south over gardens. Available Oct. 1st: $740./mo.
Either space suits a university or graduate student or one working full time. Kitchen, dining room and a second full bathroom are shared. Very quiet. High speed wireless and parking included. No smokers please. Walk to shops, grocery, Tim Horton’s, restaurants, etc. On direct bus line to York U or 5 minute bus ride to either Runnymede-Bloor or Jane-Bloor subway stations and 15 mins to Yonge-Bloor. Call (416) 925-3900 for more information. Thank you!</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Toronto M6N 2E6 ON, Canada</span>","<time datetime=""2019-09-04T16:07:46.000Z"" title=""September 4, 2019 4:07 PM"">about 4 hours ago</time>",Furnished : Yes,
CONVENIENT YONGE & FINCH 2 BEDROOM CONDO STEPS TO FINCH SUBWAY,"$2,500.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Finch Subway Station North York Condo At Yonge &amp; Finch. Extremely Convenient Located Right Across From Finch TTC Subway, Viva &amp; GO Bus Station</p><p>5791 Yonge Street. Toronto</p><p>2 Bedrooms
1 Bathrooms
750+ Sq. Ft.
Large Balcony
Ensuite Laundry
1 Parking Included</p><p>Amenities Include:
- Gym/Exercise Room
- Visitor's Parking
- 24 Hour Concierge
- Party Room
- Recreation Room
- Billiards Room
- Swimming Pool
- Sauna
- BBQ Terrace</p><p>Asking $2500/month.</p><p>If interested, please call or text 416-268-3038 anytime. Thank you very much and have a wonderful day.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">5791 Yonge St, North York, ON M2M 0A8, Canada</span>","<time datetime=""2019-09-04T16:07:33.000Z"" title=""September 4, 2019 4:07 PM"">about 4 hours ago</time>","Unit TypeCondo : Bedrooms2 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateSeptember 15, 2019 : Pet FriendlyNo : Size (sqft)750 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
One bedroom plus den for condominium for rent,"$2,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>A Rare Ground Floor Unit With Terrace In A Luxury Condo, Steps To Erin Mills Town Centre. Great Layout With Den And Kitchen With Breakfast Bar. Includes Heat &amp; Hydro. Comes With Parking &amp; Locker. Landlord Prefers No Pets And Non-Smoking &amp; A+ Tenant. Amenties include gym, pool and party room. Movein ready for October 1st</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">4889 Kimbermount Ave, Mississauga, ON L5M 7S1, Canada</span>","<time datetime=""2019-09-04T16:07:26.000Z"" title=""September 4, 2019 4:07 PM"">about 4 hours ago</time>","Unit TypeCondo : Bedrooms1 + Den : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)650 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
Wanted: Seeking two bedroom house or apartment,"$1,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Divorcing professional seeking two bedroom house or apartment. Do you have a decent property that needs work? No money for high contractor fees? Professional carpenter offering guaranteed quality work, and materials at contractor cost in lieu of rent. If this sounds good to you, let's talk... we can work out a mutually beneficial agreement.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, P3A4C5, Sudbury, ON</span>","<time datetime=""2019-09-04T16:07:13.000Z"" title=""September 4, 2019 4:07 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms2 : Bathrooms1 : Parking Included2 : Agreement TypeMonth-to-month : Move-In DateSeptember 4, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
WHITEHILLS TWO STOREY THREE BEDROOM HOME.,"$1,795.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>This gorgeous two storey three bedroom home is full of amazing upgrades! As you enter, the airy two storey front hall has a warm wood staircase to the second level and overhead window with lots of natural light. The living/dining space has new laminate vinyl plank flooring in greyed wood tones and oversize windows overlooking the garden. The renovated kitchen boasts warm wood cabinets, quartz counter tops and a big bay window and three stainless steel appliances, including a ceramic top stove and an OTR microwave. The upper level has three ample bedrooms with warm wood flooring and neutral paint throughout. The four piece bath is upgraded with wood cabinetry, double sinks and glass shower doors. The lower level has a spacious media/recreation room, laundry, and plenty of storage space. Enjoy the spacious side sundeck and pergola for entertaining or just relaxing. There is a fully fenced and landscaped backyard with shed and a double wide driveway. Includes air conditioning. This desirable Northwest location is nestled on a quiet street and close to shopping, schools, parks and the aquatic center. Available now, $1,795 + utilities. Non smoking. Call or text 519-614-2052 to view this quality home. www.vantageproperty.ca</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">6 Constable St, London, ON N6G 3P1, Canada</span>","<time datetime=""2019-09-04T16:07:08.000Z"" title=""September 4, 2019 4:07 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms3 : Bathrooms1.5 : Parking Included3+ : Agreement Type1 Year : Move-In DateAugust 26, 2019 : Pet FriendlyLimited : Size (sqft)1,850 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
Room for rent ,$425.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Have one room for rent in a shared basment. Shared with two other people. Kitchen and bathroom.
1 min walk to UTSC and Seneca. Include internet and bills. Please text me if your interested.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">3313 Ellesmere Rd, Scarborough, ON M1C 1H1, Canada</span>","<time datetime=""2019-09-04T16:06:54.000Z"" title=""September 4, 2019 4:06 PM"">about 4 hours ago</time>",Furnished : No,
Very Clean 1 Bedroom Basement Apartment  for Rent,$950.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Very clean 1 bedroom basement apartment for rent close to Wanless/McLaughling
1 Large Bedroom
Living Room
Full Kitchen with Appliances
4pc Bathroom
1 Parking spot at nightime (you can park on the side of the road during the day)
Highspeed internet and cable
Laundry included
Seperate Entrance
Extra storage room
Close to all amenities
No students please
NO SMOKING OR PETS
**ONLY for SINGLE working person
***** Job letter and recent paystubs required - Available October 1st - First and last month rent required *****
IF INTERESTED PLEASE CALL 905 455 2494</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Spotted Owl Crescent, Brampton, ON L7A 0K1, Canada</span>","<time datetime=""2019-09-04T16:06:45.000Z"" title=""September 4, 2019 4:06 PM"">about 4 hours ago</time>","Unit TypeBasement : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement TypeMonth-to-month : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)700 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
(Room available) Bovaird & Worthington ave.,$550.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Bovaird &amp; Worthington ave.</p><p>Room available
Looking for: ( A Single Employed Individual )
Walking distance to shopping. (Strip Mall)
Fortino’s Groceries, banks, fast food and restaurants
Health and Pharmacy, GO-Bus, and train station.
Room on the second floor in a newer home
Inc. Cable, laundry facilities, shared- kitchen, kitchen utilities supplied,
2 washrooms, family room, central vacuum, and central A/C,
H.spd internet available.
Good for a responsible person.
No- pets,
No- Cannabis
No- Parking Available
IF AD is running room is still available
leave Msg. ..416-550-3767</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, l7a3h8, Brampton, ON, Canada</span>","<time datetime=""2019-09-04T16:06:25.000Z"" title=""September 4, 2019 4:06 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
Acclimation available ,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Shared Accommodation available in newly renovated apartment from sept 15th. (Only for international students)
15 min from Lambton , 20 min from Seneca , 30 mins from centennial college.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">M1T3K7, Canada</span>","<time datetime=""2019-09-04T16:06:21.000Z"" title=""September 4, 2019 4:06 PM"">about 4 hours ago</time>",Furnished : No,
4 Bedroom house for rent in Pickering Rouge Park,"$2,499.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Bright &amp; Spacious Well Cared For Home In Desirable Rouge Park Community. New Hdwd Flrs On Main Flr, Upgraded Kitchen With S/S Appliances &amp; W/O To Private Yard, Family Rm W/Fireplace Over Looking Kitchen. Sep Living &amp; Dinning Rms</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, toronto l1x0a1 ON, Canada</span>","<time datetime=""2019-09-04T16:06:20.000Z"" title=""September 4, 2019 4:06 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms4 : Bathrooms3 : Parking Included3+ : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyNo : Size (sqft)2,000 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
"TOWNHOUSE,3 BEDROOMS,1 BATH,ALL APPLIANCES,A/C,BASEMENT &PARKING","$1,650.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>TOWNHOUSE , 2 STOREY, AVAILABLE FOR RENT FOR SEPTEMBER 1, 2019 IN PRIME LOCATION IN NORTH END OF ST. CATHARINES, LINWELL AND LAKE AREA. QUIET AND SECURE COMPLEX, 3 BEDROOMS, 1 BATH, ALL APPLIANCES, CLEAN AND DRY BASEMENT, A/C., DESIGNATED OUTDOOR PARKING SPACE FOR 1 VEHICLE PLUS STREET PARKING AVAILABLE. AN ADDITIONAL OUTDOOR PARKING SPACE CAN ALSO BE RENTED BY TENANT.</p><p>CLOSE TO ALL AMENITIES, SCHOOLS, CHURCH, PUBLIC TRANSIT, PARKS, AND SHOPPING.
MAIN FLOOR HAS LIVING ROOM, KITCHEN WITH APPLIANCES AND DINETTE AREA....WITH DOOR TO OUTDOOR PATIO AND FENCED BACKYARD. TOP FLOOR HAS 3 BEDROOMS WITH CLOSETS AND MAIN 4 PC. BATHROOM.</p><p>BASEMENT AREA IS NOT FINISHED BUT DRY AND CLEAN WITH LAUNDRY WASHER AND DRYER, AND LOTS OF STORAGE SPACE.</p><p>RENT IS $1,650.00 A MONTH WHICH INCLUDES WATER AND CABLE T.V., ALL OUTDOOR MAINTENANCE (LAWN CARE, AND SNOW REMOVAL ), PARKING, ROOF MAINTENANCE, WINDOWS AND BUILDING INSURANCE . TENANT IS RESPONSIBLE FOR HYDRO AND GAS (WHICH AVERAGES $100. MONTH WITH THE NEW HIGH EFFICIENCY EQUIPMENT). NON SMOKING AND NO PETS PREFERRED.</p><p>CALL TODAY ( 289) 477-6042 TO ARRANGE A WALK THROUGH AND VIEW .
RENTAL APPLICATION TO INCLUDE PROOF OF INCOME (COPY OF PAY STUBS) . FIRST AND LAST MONTH RENT PAYABLE UPON SIGNING 1 YEAR LEASE. (289) 477-6042</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, ST. CATHARINES L2N 5T7 ON</span>","<time datetime=""2019-09-04T16:05:43.000Z"" title=""September 4, 2019 4:05 PM"">about 4 hours ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyLimited : Size (sqft)1,250 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
